ID	Gene Name	Species	GOTERM_MF_FAT
ygbM	Protein ygbM	Escherichia coli	GO:0008903~hydroxypyruvate isomerase activity,GO:0016860~intramolecular oxidoreductase activity,GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
yobA	Protein yobA	Escherichia coli	GO:0005507~copper ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
pcm	Protein-L-isoaspartate O-methyltransferase	Escherichia coli	GO:0004719~protein-L-isoaspartate (D-aspartate) O-methyltransferase activity,GO:0008171~O-methyltransferase activity,GO:0008276~protein methyltransferase activity,
secD	Protein-export membrane protein secD	Escherichia coli	GO:0008320~protein transmembrane transporter activity,GO:0008565~protein transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015450~P-P-bond-hydrolysis-driven protein transmembrane transporter activity,GO:0022884~macromolecule transmembrane transporter activity,
secF	Protein-export membrane protein secF	Escherichia coli	GO:0008320~protein transmembrane transporter activity,GO:0008565~protein transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015450~P-P-bond-hydrolysis-driven protein transmembrane transporter activity,GO:0022884~macromolecule transmembrane transporter activity,
cyoE	Protoheme IX farnesyltransferase	Escherichia coli	GO:0004311~farnesyltranstransferase activity,GO:0004659~prenyltransferase activity,GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups,
yciL	Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase B	Escherichia coli	GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016866~intramolecular transferase activity,
rluC	Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase C	Escherichia coli	GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016866~intramolecular transferase activity,
rluD	Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase D	Escherichia coli	GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016866~intramolecular transferase activity,
ymfC	Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase E	Escherichia coli	GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016866~intramolecular transferase activity,
rsuA	Pseudouridine synthase; Ribosomal small subunit pseudouridine synthase A	Escherichia coli	GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016866~intramolecular transferase activity,
yqcB	Pseudouridine synthase; tRNA pseudouridine synthase C	Escherichia coli	GO:0003723~RNA binding,GO:0009982~pseudouridine synthase activity,GO:0016866~intramolecular transferase activity,
pspF	Psp operon transcriptional activator	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0005524~ATP binding,GO:0008134~transcription factor binding,GO:0016851~magnesium chelatase activity,GO:0017076~purine nucleotide binding,GO:0030528~transcription regulator activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0051002~ligase activity, forming nitrogen-metal bonds,GO:0051003~ligase activity, forming nitrogen-metal bonds, forming coordination complexes,
mhpT	Putative 3-hydroxyphenylpropionic acid transporter	Escherichia coli	GO:0015293~symporter activity,
ygcM	Putative 6-pyruvoyl tetrahydrobiopterin synthase	Escherichia coli	GO:0003874~6-pyruvoyltetrahydropterin synthase activity,GO:0008270~zinc ion binding,GO:0016838~carbon-oxygen lyase activity, acting on phosphates,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
ycjN	Putative ABC transporter periplasmic-binding protein ycjN	Escherichia coli	GO:0005351~sugar:hydrogen symporter activity,GO:0005402~cation:sugar symporter activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015295~solute:hydrogen symporter activity,GO:0051119~sugar transmembrane transporter activity,
rhlE	Putative ATP-dependent RNA helicase rhlE	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003723~RNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016779~nucleotidyltransferase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
pinQ	Putative DNA-invertase from lambdoid prophage Qin	Escherichia coli	GO:0000150~recombinase activity,GO:0003677~DNA binding,
pinR	Putative DNA-invertase from lambdoid prophage Rac	Escherichia coli	GO:0000150~recombinase activity,GO:0003677~DNA binding,
yqgF	Putative Holliday junction resolvase	Escherichia coli	GO:0000150~recombinase activity,GO:0003677~DNA binding,GO:0004518~nuclease activity,
ycdI	Putative NADH dehydrogenase/NAD(P)H nitroreductase rutE	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
yncB	Putative NADP-dependent oxidoreductase yncB	Escherichia coli	GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
ygbL	Putative aldolase class 2 protein ygbL	Escherichia coli	GO:0008270~zinc ion binding,GO:0008738~L-fuculose-phosphate aldolase activity,GO:0016832~aldehyde-lyase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
ydgI	Putative arginine/ornithine antiporter	Escherichia coli	GO:0005275~amine transmembrane transporter activity,GO:0015171~amino acid transmembrane transporter activity,GO:0015297~antiporter activity,
ycjU	Putative beta-phosphoglucomutase	Escherichia coli	GO:0008801~beta-phosphoglucomutase activity,GO:0008967~phosphoglycolate phosphatase activity,GO:0016791~phosphatase activity,GO:0016866~intramolecular transferase activity,GO:0016868~intramolecular transferase activity, phosphotransferases,
ynfK	Putative dethiobiotin synthetase	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004141~dethiobiotin synthase activity,GO:0004359~glutaminase activity,GO:0005524~ATP binding,GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0016882~cyclo-ligase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042242~cobyrinic acid a,c-diamide synthase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
bioD	Putative dethiobiotin synthetase; Dethiobiotin synthetase	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004141~dethiobiotin synthase activity,GO:0004359~glutaminase activity,GO:0005524~ATP binding,GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0016882~cyclo-ligase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042242~cobyrinic acid a,c-diamide synthase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
ygeX	Putative diaminopropionate ammonia-lyase	Escherichia coli	GO:0008838~diaminopropionate ammonia-lyase activity,GO:0016840~carbon-nitrogen lyase activity,GO:0016841~ammonia-lyase activity,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
ynfE	Putative dimethyl sulfoxide reductase chain ynfE	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0009389~dimethyl sulfoxide reductase activity,GO:0016667~oxidoreductase activity, acting on sulfur group of donors,GO:0030151~molybdenum ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
yeaW	Putative dioxygenase subunit alpha yeaW	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0016701~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen,GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051540~metal cluster binding,
yeaX	Putative dioxygenase subunit beta yeaX	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0016701~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen,GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051540~metal cluster binding,
ydiQ	Putative electron transfer flavoprotein subunit ydiQ	Escherichia coli	GO:0009055~electron carrier activity,
ydiR	Putative electron transfer flavoprotein subunit ydiR	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0009055~electron carrier activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,
ygcQ	Putative electron transfer flavoprotein subunit ygcQ	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0009055~electron carrier activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0048037~cofactor binding,GO:0050660~FAD binding,GO:0050662~coenzyme binding,
ygcR	Putative electron transfer flavoprotein subunit ygcR	Escherichia coli	GO:0009055~electron carrier activity,
yccM	Putative electron transport protein yccM	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0016625~oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor,GO:0019164~pyruvate synthase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
ygfS	Putative electron transport protein ygfS	Escherichia coli	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
ybiW	Putative formate acetyltransferase 3	Escherichia coli	GO:0008861~formate C-acetyltransferase activity,GO:0016407~acetyltransferase activity,GO:0016408~C-acyltransferase activity,GO:0016453~C-acetyltransferase activity,
ycdX	Putative hydrolase ycdX	Escherichia coli	GO:0003677~DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0008270~zinc ion binding,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
yfeO	Putative ion-transport protein yfeO	Escherichia coli	GO:0005216~ion channel activity,GO:0005244~voltage-gated ion channel activity,GO:0005247~voltage-gated chloride channel activity,GO:0005253~anion channel activity,GO:0005254~chloride channel activity,GO:0008308~voltage-gated anion channel activity,GO:0008509~anion transmembrane transporter activity,GO:0015267~channel activity,GO:0022803~passive transmembrane transporter activity,GO:0022832~voltage-gated channel activity,GO:0022836~gated channel activity,GO:0022838~substrate specific channel activity,
intR	Putative lambdoid prophage Rac integrase	Escherichia coli	GO:0003677~DNA binding,
ybeY	Putative metalloprotease ybeY	Escherichia coli	GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
modF	Putative molybdenum transport ATP-binding protein modF	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030151~molybdenum ion binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
yegB	Putative multidrug resistance protein mdtD	Escherichia coli	GO:0008493~tetracycline transporter activity,GO:0015238~drug transporter activity,GO:0015297~antiporter activity,GO:0015298~solute:cation antiporter activity,GO:0015299~solute:hydrogen antiporter activity,GO:0015300~solute:solute antiporter activity,GO:0015307~drug:hydrogen antiporter activity,GO:0015520~tetracycline:hydrogen antiporter activity,GO:0042895~antibiotic transporter activity,
yegT	Putative nucleoside transporter yegT	Escherichia coli	GO:0005337~nucleoside transmembrane transporter activity,GO:0015932~nucleobase, nucleoside, nucleotide and nucleic acid transmembrane transporter activity,
yehX	Putative osmoprotectant uptake system ATP-binding protein yehX	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
bcp	Putative peroxiredoxin bcp	Escherichia coli	GO:0004601~peroxidase activity,GO:0016209~antioxidant activity,GO:0016684~oxidoreductase activity, acting on peroxide as acceptor,GO:0051920~peroxiredoxin activity,
yadI	Putative phosphotransferase enzyme IIA component yadI	Escherichia coli	GO:0008982~protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,
