"","From","To","Species","Gene.Name"
"6714","rep",948292,"Escherichia coli str. K-12 substr. MG1655","DNA helicase and single-stranded DNA-dependent ATPase(rep)"
"6715","yjhP",946851,"Escherichia coli str. K-12 substr. MG1655","putative methyltransferase(yjhP)"
"6716","yjhP",7157920,"Escherichia coli UMN026","putative methyltransferase; KpLE2 phage-like element(yjhP)"
"6717","yjhQ",949059,"Escherichia coli str. K-12 substr. MG1655","GNAT family putative N-acetyltransferase(yjhQ)"
"6718","yjhQ",7159409,"Escherichia coli UMN026","putative acetyltransferase; KpLE2 phage-like element(yjhQ)"
"6719","yjhT",7159412,"Escherichia coli UMN026","N-acetylneuraminic acid mutarotase(yjhT)"
"6720","yjhT",7154323,"Escherichia coli IAI39","N-acetylneuraminic acid mutarotase(yjhT)"
"6721","yjhS",7150447,"Escherichia coli IAI39","hypothetical protein(yjhS)"
"6722","yjhS",7156833,"Escherichia coli UMN026","hypothetical protein(yjhS)"
"6723","fbp",948753,"Escherichia coli str. K-12 substr. MG1655","fructose-1,6-bisphosphatase I(fbp)"
"6724","fbp",7154298,"Escherichia coli IAI39","fructose-1,6-bisphosphatase(fbp)"
"6725","fbp",7159374,"Escherichia coli UMN026","fructose-1,6-bisphosphatase(fbp)"
"6726","melA",7152042,"Escherichia coli IAI39","alpha-galactosidase, NAD(P)-binding(melA)"
"6727","melA",7157092,"Escherichia coli UMN026","alpha-galactosidase(melA)"
"6728","melA",948636,"Escherichia coli str. K-12 substr. MG1655","alpha-galactosidase, NAD(P)-binding(melA)"
"6729","melB",7152040,"Escherichia coli IAI39","melibiose:sodium symporter(melB)"
"6730","melB",948635,"Escherichia coli str. K-12 substr. MG1655","melibiose:sodium symporter(melB)"
"6731","melB",7157090,"Escherichia coli UMN026","melibiose:sodium symporter(melB)"
"6732","kgtP",7158978,"Escherichia coli UMN026","alpha-ketoglutarate transporter(kgtP)"
"6733","kgtP",947069,"Escherichia coli str. K-12 substr. MG1655","alpha-ketoglutarate transporter(kgtP)"
"6734","kgtP",7153908,"Escherichia coli IAI39","alpha-ketoglutarate transporter(kgtP)"
"6735","cadC",948653,"Escherichia coli str. K-12 substr. MG1655","cadBA operon transcriptional activator(cadC)"
"6736","cadC",7150892,"Escherichia coli IAI39","DNA-binding transcriptional activator CadC(cadC)"
"6737","cadC",7155908,"Escherichia coli UMN026","DNA-binding transcriptional activator CadC(cadC)"
"6738","yjhA",7159413,"Escherichia coli UMN026","N-acetylnuraminic acid outer membrane channel protein(yjhA)"
"6739","yjhA",7154324,"Escherichia coli IAI39","N-acetylnuraminic acid outer membrane channel protein(yjhA)"
"6740","cadB",13699899,"Escherichia coli O104:H4 str. 2011C-3493","lysine/cadaverine antiporter(cadB)"
"6741","cadB",7155907,"Escherichia coli UMN026","lysine/cadaverine antiporter(cadB)"
"6742","cadB",914165,"Escherichia coli O157:H7 str. Sakai","lysine/cadaverine antiporter(cadB)"
"6743","cadB",12876665,"Escherichia coli O83:H1 str. NRG 857C","lysine/cadaverine antiporter(cadB)"
"6744","cadB",948654,"Escherichia coli str. K-12 substr. MG1655","putative lysine/cadaverine transporter(cadB)"
"6745","cadB",7150891,"Escherichia coli IAI39","lysine/cadaverine antiporter(cadB)"
"6746","yjhB",7156828,"Escherichia coli UMN026","putative sialic acid transporter(yjhB)"
"6747","yjhB",7150433,"Escherichia coli IAI39","putative sialic acid transporter(yjhB)"
"6748","yjhB",948807,"Escherichia coli str. K-12 substr. MG1655","putative MFS transporter, membrane protein(yjhB)"
"6749","cadA",948643,"Escherichia coli str. K-12 substr. MG1655","lysine decarboxylase, acid-inducible(cadA)"
"6750","cadA",7154283,"Escherichia coli IAI39","lysine decarboxylase 1(cadA)"
"6751","cadA",7159360,"Escherichia coli UMN026","lysine decarboxylase 1(cadA)"
"6752","yjhC",948808,"Escherichia coli str. K-12 substr. MG1655","GFO/IDH/MOCA family putative oxidoreductase. NAD(P)-dependent(yjhC)"
"6753","yjhC",7159403,"Escherichia coli UMN026","putative oxidoreductase; KpLE2 phage-like element(yjhC)"
"6754","yjhC",7154320,"Escherichia coli IAI39","putative oxidoreductase(yjhC)"
"6755","gldA",13700090,"Escherichia coli O104:H4 str. 2011C-3493","glycerol dehydrogenase(gldA)"
"6756","gldA",12875525,"Escherichia coli O83:H1 str. NRG 857C","glycerol dehydrogenase(gldA)"
"6757","gldA",915010,"Escherichia coli O157:H7 str. Sakai","glycerol dehydrogenase(gldA)"
"6758","gldA",7159322,"Escherichia coli UMN026","glycerol dehydrogenase(gldA)"
"6759","gldA",7151431,"Escherichia coli IAI39","glycerol dehydrogenase(gldA)"
"6760","gldA",12876212,"Escherichia coli O83:H1 str. NRG 857C","glycerol dehydrogenase(gldA)"
"6761","gldA",948440,"Escherichia coli str. K-12 substr. MG1655","glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase(gldA)"
"6762","yjgZ",948804,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yjgZ)"
"6763","melR",7155700,"Escherichia coli UMN026","DNA-binding transcriptional regulator MelR(melR)"
"6764","melR",7150689,"Escherichia coli IAI39","DNA-binding transcriptional regulator MelR(melR)"
"6765","melR",948637,"Escherichia coli str. K-12 substr. MG1655","melibiose operon transcriptional regulator; autoregulator(melR)"
"6766","yjgQ",7154316,"Escherichia coli IAI39","hypothetical protein(yjgQ)"
"6767","yjgQ",7159398,"Escherichia coli UMN026","hypothetical protein(yjgQ)"
"6768","malK",948537,"Escherichia coli str. K-12 substr. MG1655","maltose ABC transportor ATPase(malK)"
"6769","malK",7151995,"Escherichia coli IAI39","maltose/maltodextrin transporter ATP-binding protein(malK)"
"6770","malK",7157041,"Escherichia coli UMN026","maltose/maltodextrin transporter ATP-binding protein(malK)"
"6771","yjgP",7157410,"Escherichia coli UMN026","hypothetical protein(yjgP)"
"6772","yjgP",7152361,"Escherichia coli IAI39","hypothetical protein(yjgP)"
"6773","yjgN",7154314,"Escherichia coli IAI39","hypothetical protein(yjgN)"
"6774","yjgN",7159396,"Escherichia coli UMN026","hypothetical protein(yjgN)"
"6775","yjgN",948784,"Escherichia coli str. K-12 substr. MG1655","DUF898 family inner membrane protein(yjgN)"
"6776","malM",7156934,"Escherichia coli UMN026","maltose regulon periplasmic protein(malM)"
"6777","malM",7151916,"Escherichia coli IAI39","maltose regulon periplasmic protein(malM)"
"6778","malM",948547,"Escherichia coli str. K-12 substr. MG1655","maltose regulon periplasmic protein(malM)"
"6779","yjgR",948978,"Escherichia coli str. K-12 substr. MG1655","DUF853 family protein with NTPase fold(yjgR)"
"6780","yjgR",7154317,"Escherichia coli IAI39","putative ATPase(yjgR)"
"6781","yjgR",7159399,"Escherichia coli UMN026","putative ATPase(yjgR)"
"6782","yjgI",7159389,"Escherichia coli UMN026","oxidoreductase(yjgI)"
"6783","malS",948088,"Escherichia coli str. K-12 substr. MG1655","alpha-amylase(malS)"
"6784","malS",7155854,"Escherichia coli UMN026","periplasmic alpha-amylase(malS)"
"6785","malS",12876598,"Escherichia coli O83:H1 str. NRG 857C","periplasmic alpha-amylase(malS)"
"6786","malS",915608,"Escherichia coli O157:H7 str. Sakai","periplasmic alpha-amylase(malS)"
"6787","malS",7150840,"Escherichia coli IAI39","periplasmic alpha-amylase(malS)"
"6788","yjgH",7157605,"Escherichia coli UMN026","putative mRNA endoribonuclease(yjgH)"
"6789","yjgH",948769,"Escherichia coli str. K-12 substr. MG1655","UPF0131 family protein(yjgH)"
"6790","malP",7152002,"Escherichia coli IAI39","maltodextrin phosphorylase(malP)"
"6791","malP",7157048,"Escherichia coli UMN026","maltodextrin phosphorylase(malP)"
"6792","malP",947922,"Escherichia coli str. K-12 substr. MG1655","maltodextrin phosphorylase(malP)"
"6793","fhuF",7150860,"Escherichia coli IAI39","ferric iron reductase involved in ferric hydroximate transport(fhuF)"
"6794","fhuF",7155874,"Escherichia coli UMN026","ferric iron reductase(fhuF)"
"6795","fhuF",948891,"Escherichia coli str. K-12 substr. MG1655","ferric iron reductase involved in ferric hydroximate transport(fhuF)"
"6796","ndk",945611,"Escherichia coli str. K-12 substr. MG1655","multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase(ndk)"
"6797","ndk",13702820,"Escherichia coli O104:H4 str. 2011C-3493","mulitfunctional nucleoside diphosphate kinase/apyrimidinic endonuclease/3'-phosphodiesterase(ndk)"
"6798","ndk",915205,"Escherichia coli O157:H7 str. Sakai","nucleoside diphosphate kinase(ndk)"
"6799","ndk",12877033,"Escherichia coli O83:H1 str. NRG 857C","nucleoside diphosphate kinase(ndk)"
"6800","ndk",7158950,"Escherichia coli UMN026","nucleoside diphosphate kinase(ndk)"
"6801","ndk",7153878,"Escherichia coli IAI39","nucleoside diphosphate kinase(ndk)"
"6802","malQ",12876266,"Escherichia coli O83:H1 str. NRG 857C","4-alpha-glucanotransferase(malQ)"
"6803","malQ",915883,"Escherichia coli O157:H7 str. Sakai","4-alpha-glucanotransferase(malQ)"
"6804","malQ",7156598,"Escherichia coli UMN026","4-alpha-glucanotransferase(malQ)"
"6805","malQ",7151572,"Escherichia coli IAI39","4-alpha-glucanotransferase(malQ)"
"6806","malQ",947923,"Escherichia coli str. K-12 substr. MG1655","4-alpha-glucanotransferase (amylomaltase)(malQ)"
"6807","malQ",13699060,"Escherichia coli O104:H4 str. 2011C-3493","4-alpha-glucanotransferase(malQ)"
"6808","yjgF",7157119,"Escherichia coli UMN026","ketoacid-binding protein(yjgF)"
"6809","yjgF",7152069,"Escherichia coli IAI39","ketoacid-binding protein(yjgF)"
"6810","yjgM",7159387,"Escherichia coli UMN026","putative acetyltransferase(yjgM)"
"6811","yjgM",948772,"Escherichia coli str. K-12 substr. MG1655","GNAT family putative N-acetyltransferase(yjgM)"
"6812","yjgM",7154311,"Escherichia coli IAI39","putative acetyltransferase(yjgM)"
"6813","yjgL",948776,"Escherichia coli str. K-12 substr. MG1655","SopA-central-domain-like hexapeptide repeat protein(yjgL)"
"6814","yjgL",7159394,"Escherichia coli UMN026","pseudo(yjgL)"
"6815","yjgL",7159393,"Escherichia coli UMN026","pseudo(yjgL)"
"6816","yjgL",7159392,"Escherichia coli UMN026","pseudo(yjgL)"
"6817","malT",7152001,"Escherichia coli IAI39","transcriptional regulator MalT(malT)"
"6818","malT",947921,"Escherichia coli str. K-12 substr. MG1655","mal regulon transcriptional activator(malT)"
"6819","malT",7157047,"Escherichia coli UMN026","transcriptional regulator MalT(malT)"
"6820","yjgK",7159391,"Escherichia coli UMN026","hypothetical protein(yjgK)"
"6821","yjgK",7150430,"Escherichia coli IAI39","hypothetical protein(yjgK)"
"6822","yjgJ",7159390,"Escherichia coli UMN026","putative transcriptional regulator(yjgJ)"
"6823","yjgA",948751,"Escherichia coli str. K-12 substr. MG1655","ribosome-associated UPF0307 family protein(yjgA)"
"6824","yjgA",7157167,"Escherichia coli UMN026","hypothetical protein(yjgA)"
"6825","yjgA",7150426,"Escherichia coli IAI39","hypothetical protein(yjgA)"
"6826","yjgD",7155775,"Escherichia coli UMN026","hypothetical protein(yjgD)"
"6827","yjgD",7150767,"Escherichia coli IAI39","hypothetical protein(yjgD)"
"6828","yjgB",8319277,"Escherichia coli","oxidoreductase(yjgB)"
"6829","yjgB",7151755,"Escherichia coli IAI39","putative alcohol dehydrogenase, Zn-dependent and NAD(P)-binding(yjgB)"
"6830","yjgB",8319278,"Escherichia coli","oxidoreductase(yjgB)"
"6831","yjgB",7156789,"Escherichia coli UMN026","putative alcohol dehydrogenase, Zn-dependent and NAD(P)-binding(yjgB)"
"6832","cyaA",12875883,"Escherichia coli O83:H1 str. NRG 857C","adenylate cyclase(cyaA)"
"6833","cyaA",13700243,"Escherichia coli O104:H4 str. 2011C-3493","adenylate cyclase(cyaA)"
"6834","cyaA",915191,"Escherichia coli O157:H7 str. Sakai","adenylate cyclase(cyaA)"
"6835","cyaA",7156652,"Escherichia coli UMN026","adenylate cyclase(cyaA)"
"6836","cyaA",947755,"Escherichia coli str. K-12 substr. MG1655","adenylate cyclase(cyaA)"
"6837","cyaA",7151039,"Escherichia coli IAI39","adenylate cyclase(cyaA)"
"6838","malG",914319,"Escherichia coli O157:H7 str. Sakai","maltose transporter permease(malG)"
"6839","malG",7154254,"Escherichia coli IAI39","maltose transporter permease(malG)"
"6840","malG",7159328,"Escherichia coli UMN026","maltose transporter permease(malG)"
"6841","malG",12876391,"Escherichia coli O83:H1 str. NRG 857C","maltose transporter permease(malG)"
"6842","malG",13699998,"Escherichia coli O104:H4 str. 2011C-3493","maltose transporter permease(malG)"
"6843","malG",948530,"Escherichia coli str. K-12 substr. MG1655","maltose transporter subunit(malG)"
"6844","malF",914318,"Escherichia coli O157:H7 str. Sakai","maltose transporter membrane protein(malF)"
"6845","malF",7151997,"Escherichia coli IAI39","maltose transporter membrane protein(malF)"
"6846","malF",13699997,"Escherichia coli O104:H4 str. 2011C-3493","maltose transporter membrane protein(malF)"
"6847","malF",12876392,"Escherichia coli O83:H1 str. NRG 857C","maltose transporter membrane protein(malF)"
"6848","malF",948532,"Escherichia coli str. K-12 substr. MG1655","maltose transporter subunit(malF)"
"6849","malF",7157043,"Escherichia coli UMN026","maltose transporter membrane protein(malF)"
"6850","yjfY",7153099,"Escherichia coli IAI39","hypothetical protein(yjfY)"
"6851","yjfY",7158183,"Escherichia coli UMN026","hypothetical protein(yjfY)"
"6852","yjfY",948713,"Escherichia coli str. K-12 substr. MG1655","YhcN family protein, periplasmic(yjfY)"
"6853","malE",914317,"Escherichia coli O157:H7 str. Sakai","maltose ABC transporter periplasmic protein(malE)"
"6854","malE",7151996,"Escherichia coli IAI39","maltose ABC transporter periplasmic protein(malE)"
"6855","malE",12876393,"Escherichia coli O83:H1 str. NRG 857C","maltose ABC transporter periplasmic protein(malE)"
"6856","malE",948538,"Escherichia coli str. K-12 substr. MG1655","maltose transporter subunit(malE)"
"6857","malE",7157042,"Escherichia coli UMN026","maltose ABC transporter periplasmic protein(malE)"
"6858","malE",13699996,"Escherichia coli O104:H4 str. 2011C-3493","maltose ABC transporter substrate-binding protein(malE)"
"6859","glgA",12876287,"Escherichia coli O83:H1 str. NRG 857C","glycogen synthase(glgA)"
"6860","glgA",915868,"Escherichia coli O157:H7 str. Sakai","glycogen synthase(glgA)"
"6861","glgA",947932,"Escherichia coli str. K-12 substr. MG1655","glycogen synthase(glgA)"
"6862","glgA",13699045,"Escherichia coli O104:H4 str. 2011C-3493","glycogen synthase(glgA)"
"6863","glgA",7156540,"Escherichia coli UMN026","glycogen synthase(glgA)"
"6864","glgA",7151515,"Escherichia coli IAI39","glycogen synthase(glgA)"
"6865","yjjV",7159442,"Escherichia coli UMN026","putative deoxyribonuclease YjjV(yjjV)"
"6866","yjjV",7154349,"Escherichia coli IAI39","putative deoxyribonuclease YjjV(yjjV)"
"6867","yjjV",2847741,"Escherichia coli str. K-12 substr. MG1655","putative DNase(yjjV)"
"6868","yjjU",7154584,"Escherichia coli IAI39","putative esterase(yjjU)"
"6869","yjjU",7159681,"Escherichia coli UMN026","putative esterase(yjjU)"
"6870","yjjU",948906,"Escherichia coli str. K-12 substr. MG1655","putative patatin-like family phospholipase(yjjU)"
"6871","yjjX",948919,"Escherichia coli str. K-12 substr. MG1655","non-canonical purine NTP phosphatase, ITPase/XTPase(yjjX)"
"6872","yjjX",7153037,"Escherichia coli IAI39","NTPase(yjjX)"
"6873","yjjX",7158123,"Escherichia coli UMN026","NTPase(yjjX)"
"6874","fdx",7153893,"Escherichia coli IAI39","[2Fe-2S] ferredoxin(fdx)"
"6875","fdx",947160,"Escherichia coli str. K-12 substr. MG1655","[2Fe-2S] ferredoxin(fdx)"
"6876","fdx",7158963,"Escherichia coli UMN026","[2Fe-2S] ferredoxin(fdx)"
"6877","yjjW",7150507,"Escherichia coli IAI39","putative pyruvate formate lyase activating enzyme(yjjW)"
"6878","yjjW",7159443,"Escherichia coli UMN026","putative pyruvate formate lyase activating enzyme(yjjW)"
"6879","yjjW",948905,"Escherichia coli str. K-12 substr. MG1655","putative pyruvate formate lyase activating enzyme(yjjW)"
"6880","yjjQ",7154347,"Escherichia coli IAI39","putative DNA-binding transcriptional regulator(yjjQ)"
"6881","yjjQ",7159440,"Escherichia coli UMN026","putative DNA-binding transcriptional regulator(yjjQ)"
"6882","yjjQ",948896,"Escherichia coli str. K-12 substr. MG1655","putative transcriptional regulator(yjjQ)"
"6883","yjjN",7154345,"Escherichia coli IAI39","pseudo(yjjN)"
"6884","yjjN",7159438,"Escherichia coli UMN026","putative oxidoreductase(yjjN)"
"6885","sgaE",12876872,"Escherichia coli O83:H1 str. NRG 857C","L-ribulose-5-phosphate 4-epimerase(sgaE)"
"6886","sgaE",7153098,"Escherichia coli IAI39","L-ribulose-5-phosphate 4-epimerase(sgaE)"
"6887","sgaE",7158182,"Escherichia coli UMN026","L-ribulose-5-phosphate 4-epimerase(sgaE)"
"6888","sgaE",913993,"Escherichia coli O157:H7 str. Sakai","L-ribulose-5-phosphate 4-epimerase(sgaE)"
"6889","sgaE",13699792,"Escherichia coli O104:H4 str. 2011C-3493","L-ribulose-5-phosphate 4-epimerase(sgaE)"
"6890","yjjP",7155547,"Escherichia coli UMN026","hypothetical protein(yjjP)"
"6891","yjjP",948812,"Escherichia coli str. K-12 substr. MG1655","DUF1212 family inner membrane protein(yjjP)"
"6892","yjjP",7150460,"Escherichia coli IAI39","hypothetical protein(yjjP)"
"6893","yjjI",7154351,"Escherichia coli IAI39","pseudo(yjjI)"
"6894","yjjI",7159444,"Escherichia coli UMN026","hypothetical protein(yjjI)"
"6895","yjjI",7154342,"Escherichia coli IAI39","pseudo(yjjI)"
"6896","yjjI",948904,"Escherichia coli str. K-12 substr. MG1655","DUF3029 family protein, putative glycine radical enzyme(yjjI)"
"6897","yjjK",7150509,"Escherichia coli IAI39","putative ABC transporter ATP-binding protein(yjjK)"
"6898","yjjK",7155556,"Escherichia coli UMN026","putative ABC transporter ATP-binding protein(yjjK)"
"6899","dinF",7156949,"Escherichia coli UMN026","DNA-damage-inducible SOS response protein(dinF)"
"6900","dinF",948554,"Escherichia coli str. K-12 substr. MG1655","oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein(dinF)"
"6901","dinF",7151931,"Escherichia coli IAI39","DNA-damage-inducible SOS response protein(dinF)"
"6902","yjjG",948899,"Escherichia coli str. K-12 substr. MG1655","dUMP phosphatase(yjjG)"
"6903","yjjG",7152634,"Escherichia coli IAI39","nucleotidase(yjjG)"
"6904","yjjG",7157691,"Escherichia coli UMN026","nucleotidase(yjjG)"
"6905","yjjA",948887,"Escherichia coli str. K-12 substr. MG1655","putative DUF2501 family periplasmic protein(yjjA)"
"6906","yjjA",7152024,"Escherichia coli IAI39","hypothetical protein(yjjA)"
"6907","yjjA",7157072,"Escherichia coli UMN026","hypothetical protein(yjjA)"
