"","From","To","Species","Gene.Name"
"1820","wzzE",944815,"Escherichia coli str. K-12 substr. MG1655","Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein(wzzE)"
"1821","pdxK",946881,"Escherichia coli str. K-12 substr. MG1655","pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase(pdxK)"
"1822","wzzB",946553,"Escherichia coli str. K-12 substr. MG1655","regulator of length of O-antigen component of lipopolysaccharide chains(wzzB)"
"1823","yeeE",946526,"Escherichia coli str. K-12 substr. MG1655","UPF0394 family inner membrane protein(yeeE)"
"1824","rtn",946695,"Escherichia coli str. K-12 substr. MG1655","resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase(rtn)"
"1825","gcvT",947390,"Escherichia coli str. K-12 substr. MG1655","aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex(gcvT)"
"1826","yeeD",946539,"Escherichia coli str. K-12 substr. MG1655","putative TusA family sulfurtransferase(yeeD)"
"1827","gcvR",946950,"Escherichia coli str. K-12 substr. MG1655","transcriptional repressor, regulatory protein accessory to GcvA(gcvR)"
"1828","hslR",947912,"Escherichia coli str. K-12 substr. MG1655","ribosome-associated heat shock protein Hsp15(hslR)"
"1829","gcvP",947394,"Escherichia coli str. K-12 substr. MG1655","glycine decarboxylase, PLP-dependent, subunit P of glycine cleavage complex(gcvP)"
"1830","prkB",947862,"Escherichia coli str. K-12 substr. MG1655","putative phosphoribulokinase(prkB)"
"1831","hslU",948430,"Escherichia coli str. K-12 substr. MG1655","molecular chaperone and ATPase component of HslUV protease(hslU)"
"1832","hslV",948429,"Escherichia coli str. K-12 substr. MG1655","peptidase component of the HslUV protease(hslV)"
"1833","gcvH",947393,"Escherichia coli str. K-12 substr. MG1655","glycine cleavage complex lipoylprotein(gcvH)"
"1834","yeeW",946535,"Escherichia coli str. K-12 substr. MG1655","pseudo(yeeW)"
"1835","chiA",947837,"Escherichia coli str. K-12 substr. MG1655","periplasmic endochitinase(chiA)"
"1836","yeeR",946512,"Escherichia coli str. K-12 substr. MG1655","CP4-44 prophage; putative membrane protein(yeeR)"
"1837","gcvB",2847720,"Escherichia coli str. K-12 substr. MG1655","ncRNA(gcvB)"
"1838","yeeS",946514,"Escherichia coli str. K-12 substr. MG1655","CP4-44 prophage; putative DNA repair protein(yeeS)"
"1839","gltW",947076,"Escherichia coli str. K-12 substr. MG1655","tRNA(gltW)"
"1840","yeeT",946513,"Escherichia coli str. K-12 substr. MG1655","CP4-44 prophage; uncharacterized protein(yeeT)"
"1841","gltX",946906,"Escherichia coli str. K-12 substr. MG1655","glutamyl-tRNA synthetase(gltX)"
"1842","hslO",947178,"Escherichia coli str. K-12 substr. MG1655","heat shock protein Hsp33(hslO)"
"1843","gltU",948271,"Escherichia coli str. K-12 substr. MG1655","tRNA(gltU)"
"1844","wzc",946567,"Escherichia coli str. K-12 substr. MG1655","colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase(wzc)"
"1845","gltV",948510,"Escherichia coli str. K-12 substr. MG1655","tRNA(gltV)"
"1846","gcvA",947278,"Escherichia coli str. K-12 substr. MG1655","glycine cleavage system transcriptional activator; autorepressor(gcvA)"
"1847","gltS",948166,"Escherichia coli str. K-12 substr. MG1655","glutamate transporter(gltS)"
"1848","yeeP",946524,"Escherichia coli str. K-12 substr. MG1655","pseudo(yeeP)"
"1849","gltT",948465,"Escherichia coli str. K-12 substr. MG1655","tRNA(gltT)"
"1850","gltP",948591,"Escherichia coli str. K-12 substr. MG1655","glutamate/aspartate:proton symporter(gltP)"
"1851","wcaM",946561,"Escherichia coli str. K-12 substr. MG1655","colanic acid biosynthesis protein(wcaM)"
"1852","kdgT",948407,"Escherichia coli str. K-12 substr. MG1655","2-keto-3-deoxy-D-gluconate transporter(kdgT)"
"1853","yehE",946615,"Escherichia coli str. K-12 substr. MG1655","DUF2574 family protein(yehE)"
"1854","yehK",4056035,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yehK)"
"1855","yehI",946649,"Escherichia coli str. K-12 substr. MG1655","DUF4132 domain-containing protein(yehI)"
"1856","wcaF",946578,"Escherichia coli str. K-12 substr. MG1655","putative acyl transferase(wcaF)"
"1857","wcaE",946543,"Escherichia coli str. K-12 substr. MG1655","putative glycosyl transferase(wcaE)"
"1858","wcaH",946559,"Escherichia coli str. K-12 substr. MG1655","GDP-mannose mannosyl hydrolase(wcaH)"
"1859","era",947036,"Escherichia coli str. K-12 substr. MG1655","membrane-associated, 16S rRNA-binding GTPase(era)"
"1860","prlC",948016,"Escherichia coli str. K-12 substr. MG1655","oligopeptidase A(prlC)"
"1861","wcaG",946563,"Escherichia coli str. K-12 substr. MG1655","bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase(wcaG)"
"1862","wcaJ",946583,"Escherichia coli str. K-12 substr. MG1655","colanic biosynthesis UDP-glucose lipid carrier transferase(wcaJ)"
"1863","wcaI",946588,"Escherichia coli str. K-12 substr. MG1655","putative glycosyl transferase(wcaI)"
"1864","wcaL",946565,"Escherichia coli str. K-12 substr. MG1655","putative glycosyl transferase(wcaL)"
"1865","wcaK",946569,"Escherichia coli str. K-12 substr. MG1655","colanic acid biosynthesis protein(wcaK)"
"1866","ttdA",947565,"Escherichia coli str. K-12 substr. MG1655","L-tartrate dehydratase, alpha subunit(ttdA)"
"1867","yehW",949028,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter permease(yehW)"
"1868","ttdB",947568,"Escherichia coli str. K-12 substr. MG1655","L-tartrate dehydratase, beta subunit(ttdB)"
"1869","mazG",947254,"Escherichia coli str. K-12 substr. MG1655","nucleoside triphosphate pyrophosphohydrolase(mazG)"
"1870","yehT",949024,"Escherichia coli str. K-12 substr. MG1655","putative response regulator in two-component system withYehU(yehT)"
"1871","yehU",949027,"Escherichia coli str. K-12 substr. MG1655","inner membrane putative sensory kinase in two-component system with YehT(yehU)"
"1872","wcaA",946570,"Escherichia coli str. K-12 substr. MG1655","putative glycosyl transferase(wcaA)"
"1873","wcaB",946573,"Escherichia coli str. K-12 substr. MG1655","putative acyl transferase(wcaB)"
"1874","yehX",946659,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter ATPase(yehX)"
"1875","wcaC",946579,"Escherichia coli str. K-12 substr. MG1655","putative glycosyl transferase(wcaC)"
"1876","wcaD",946550,"Escherichia coli str. K-12 substr. MG1655","putative colanic acid polymerase(wcaD)"
"1877","yehY",946660,"Escherichia coli str. K-12 substr. MG1655","putative ABC transporter permease(yehY)"
"1878","yehL",946656,"Escherichia coli str. K-12 substr. MG1655","putative hexameric AAA+ MoxR family ATPase(yehL)"
"1879","yehM",946651,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yehM)"
"1880","yehR",949023,"Escherichia coli str. K-12 substr. MG1655","lipoprotein, DUF1307 family(yehR)"
"1881","yehS",949026,"Escherichia coli str. K-12 substr. MG1655","DUF1456 family protein(yehS)"
"1882","yehP",946652,"Escherichia coli str. K-12 substr. MG1655","VMA domain putative YehL ATPase stimulator(yehP)"
"1883","yehQ",946654,"Escherichia coli str. K-12 substr. MG1655","pseudo(yehQ)"
"1884","yegD",947234,"Escherichia coli str. K-12 substr. MG1655","Hsp70 chaperone family protein(yegD)"
"1885","yegE",946600,"Escherichia coli str. K-12 substr. MG1655","putative diguanylate cyclase(yegE)"
"1886","yegH",946566,"Escherichia coli str. K-12 substr. MG1655","inner membrane protein(yegH)"
"1887","yegI",947159,"Escherichia coli str. K-12 substr. MG1655","protein kinase-related putative non-specific DNA-binding protein(yegI)"
"1888","prmA",947708,"Escherichia coli str. K-12 substr. MG1655","methyltransferase for 50S ribosomal subunit protein L11(prmA)"
"1889","pdxB",946785,"Escherichia coli str. K-12 substr. MG1655","erythronate-4-phosphate dehydrogenase(pdxB)"
"1890","yegS",946626,"Escherichia coli str. K-12 substr. MG1655","phosphatidylglycerol kinase, metal-dependent(yegS)"
"1891","yegT",946638,"Escherichia coli str. K-12 substr. MG1655","nucleoside transporter, low affinity(yegT)"
"1892","yegU",946630,"Escherichia coli str. K-12 substr. MG1655","ADP-ribosylglycohydrolase family protein(yegU)"
"1893","yegV",946637,"Escherichia coli str. K-12 substr. MG1655","putative kinase(yegV)"
"1894","yegW",946639,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator(yegW)"
"1895","yegX",945543,"Escherichia coli str. K-12 substr. MG1655","putative family 25 glycosyl hydrolase(yegX)"
"1896","yegZ",949050,"Escherichia coli str. K-12 substr. MG1655","pseudo(yegZ)"
"1897","yegK",947269,"Escherichia coli str. K-12 substr. MG1655","ser/thr phosphatase-related protein(yegK)"
"1898","yegL",946602,"Escherichia coli str. K-12 substr. MG1655","VMA domain protein(yegL)"
"1899","kdgK",948041,"Escherichia coli str. K-12 substr. MG1655","2-dehydro-3-deoxygluconokinase(kdgK)"
"1900","yegP",947095,"Escherichia coli str. K-12 substr. MG1655","UPF0339 family protein(yegP)"
"1901","yegQ",946609,"Escherichia coli str. K-12 substr. MG1655","putative peptidase(yegQ)"
"1902","yegR",946613,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yegR)"
"1903","yejO",946867,"Escherichia coli str. K-12 substr. MG1655","pseudo(yejO)"
"1904","yihX",948380,"Escherichia coli str. K-12 substr. MG1655","alpha-D-glucose-1-phosphate phosphatase, anomer-specific(yihX)"
"1905","yiiF",948385,"Escherichia coli str. K-12 substr. MG1655","putative thymol sensitivity protein, CopG family putative transcriptional regulator(yiiF)"
"1906","yiiE",948386,"Escherichia coli str. K-12 substr. MG1655","CopG family putative transcriptional regulator(yiiE)"
"1907","dnaC",948864,"Escherichia coli str. K-12 substr. MG1655","DNA biosynthesis protein(dnaC)"
"1908","yiiG",948392,"Escherichia coli str. K-12 substr. MG1655","DUF3829 family lipoprotein(yiiG)"
"1909","dnaB",948555,"Escherichia coli str. K-12 substr. MG1655","replicative DNA helicase(dnaB)"
"1910","yiiD",948387,"Escherichia coli str. K-12 substr. MG1655","GNAT family putative N-acetyltransferase(yiiD)"
"1911","dnaA",948217,"Escherichia coli str. K-12 substr. MG1655","chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator(dnaA)"
"1912","yejB",946679,"Escherichia coli str. K-12 substr. MG1655","microcin C ABC transporter permease(yejB)"
"1913","yiiM",948406,"Escherichia coli str. K-12 substr. MG1655","6-N-hydroxylaminopurine resistance protein(yiiM)"
"1914","dnaN",948218,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase III, beta subunit(dnaN)"
"1915","yejE",946683,"Escherichia coli str. K-12 substr. MG1655","microcin C ABC transporter permease(yejE)"
"1916","dnaG",947570,"Escherichia coli str. K-12 substr. MG1655","DNA primase(dnaG)"
"1917","yejA",946675,"Escherichia coli str. K-12 substr. MG1655","microcin C ABC transporter periplasmic binding protein(yejA)"
"1918","yejK",946690,"Escherichia coli str. K-12 substr. MG1655","spermidine nucleoid-associated protein(yejK)"
"1919","dnaT",948813,"Escherichia coli str. K-12 substr. MG1655","DNA biosynthesis protein (primosomal protein I)(dnaT)"
"1920","yejL",946694,"Escherichia coli str. K-12 substr. MG1655","UPF0352 family protein(yejL)"
"1921","yejM",946685,"Escherichia coli str. K-12 substr. MG1655","essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor(yejM)"
"1922","yiiX",948436,"Escherichia coli str. K-12 substr. MG1655","putative lipid binding hydrolase, DUF830 family protein(yiiX)"
"1923","yejF",946689,"Escherichia coli str. K-12 substr. MG1655","microcin C ABC transporter ATPase(yejF)"
"1924","yiiQ",948408,"Escherichia coli str. K-12 substr. MG1655","DUF1454 family putative periplasmic protein(yiiQ)"
"1925","yejG",945319,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yejG)"
"1926","yiiR",948417,"Escherichia coli str. K-12 substr. MG1655","DUF805 family putative inner membrane protein(yiiR)"
"1927","yejH",945529,"Escherichia coli str. K-12 substr. MG1655","putative ATP-dependent DNA or RNA helicase(yejH)"
"1928","yiiS",948416,"Escherichia coli str. K-12 substr. MG1655","UPF0381 family protein(yiiS)"
"1929","yeiS",948983,"Escherichia coli str. K-12 substr. MG1655","DUF2542 family protein(yeiS)"
"1930","infB",947684,"Escherichia coli str. K-12 substr. MG1655","translation initiation factor IF-2(infB)"
"1931","yeiR",946701,"Escherichia coli str. K-12 substr. MG1655","Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein(yeiR)"
"1932","yeiQ",946688,"Escherichia coli str. K-12 substr. MG1655","putative NAD-dependent D-mannonate oxidoreductase(yeiQ)"
"1933","yeiP",946674,"Escherichia coli str. K-12 substr. MG1655","elongation factor P-like protein(yeiP)"
"1934","ulaA",948717,"Escherichia coli str. K-12 substr. MG1655","L-ascorbate-specific enzyme IIC permease component of PTS(ulaA)"
"1935","yijF",948441,"Escherichia coli str. K-12 substr. MG1655","DUF1287 family protein(yijF)"
"1936","yijE",948445,"Escherichia coli str. K-12 substr. MG1655","EamA-like transporter family protein(yijE)"
"1937","yeiW",4056031,"Escherichia coli str. K-12 substr. MG1655","UPF0153 cysteine cluster protein(yeiW)"
"1938","yijD",948459,"Escherichia coli str. K-12 substr. MG1655","DUF1422 family inner membrane protein(yijD)"
"1939","proK",948061,"Escherichia coli str. K-12 substr. MG1655","tRNA(proK)"
"1940","proL",946320,"Escherichia coli str. K-12 substr. MG1655","tRNA(proL)"
"1941","yeiB",949044,"Escherichia coli str. K-12 substr. MG1655","DUF418 family putative inner membrane protein(yeiB)"
"1942","yijO",948451,"Escherichia coli str. K-12 substr. MG1655","AraC family putative transcriptional activator(yijO)"
"1943","yeiL",946670,"Escherichia coli str. K-12 substr. MG1655","putative transcriptional regulator(yeiL)"
"1944","yeiI",946640,"Escherichia coli str. K-12 substr. MG1655","putative kinase(yeiI)"
"1945","yeiG",949045,"Escherichia coli str. K-12 substr. MG1655","S-formylglutathione hydrolase(yeiG)"
"1946","yeiH",946668,"Escherichia coli str. K-12 substr. MG1655","UPF0324 family inner membrane protein(yeiH)"
"1947","yeiE",946657,"Escherichia coli str. K-12 substr. MG1655","putative DNA-binding transcriptional regulator(yeiE)"
"1948","rnpA",948215,"Escherichia coli str. K-12 substr. MG1655","protein C5 component of RNase P(rnpA)"
"1949","proV",947148,"Escherichia coli str. K-12 substr. MG1655","glycine betaine/proline ABC transporter periplasmic binding protein(proV)"
"1950","proX",947165,"Escherichia coli str. K-12 substr. MG1655","glycine betaine/proline ABC transporter periplasmic binding protein; cold shock protein(proX)"
"1951","proW",947145,"Escherichia coli str. K-12 substr. MG1655","glycine betaine/proline ABC transporter permease(proW)"
"1952","bglX",946682,"Escherichia coli str. K-12 substr. MG1655","beta-D-glucoside glucohydrolase, periplasmic(bglX)"
"1953","proM",948303,"Escherichia coli str. K-12 substr. MG1655","tRNA(proM)"
"1954","proP",948626,"Escherichia coli str. K-12 substr. MG1655","proline/glycine betaine transporter(proP)"
"1955","wzxC",946581,"Escherichia coli str. K-12 substr. MG1655","putative colanic acid exporter(wzxC)"
"1956","wzxE",948294,"Escherichia coli str. K-12 substr. MG1655","O-antigen translocase(wzxE)"
"1957","bglJ",948889,"Escherichia coli str. K-12 substr. MG1655","bgl operon transcriptional activator(bglJ)"
"1958","bglG",948235,"Escherichia coli str. K-12 substr. MG1655","transcriptional antiterminator of the bgl operon(bglG)"
"1959","mioC",948249,"Escherichia coli str. K-12 substr. MG1655","FMN-binding protein MioC(mioC)"
"1960","sokA",5061523,"Escherichia coli str. K-12 substr. MG1655","ncRNA(sokA)"
"1961","eno",945032,"Escherichia coli str. K-12 substr. MG1655","enolase(eno)"
"1962","zntA",947972,"Escherichia coli str. K-12 substr. MG1655","zinc, cobalt and lead efflux system(zntA)"
"1963","bglF",948236,"Escherichia coli str. K-12 substr. MG1655","fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component(bglF)"
"1964","rtcB",947929,"Escherichia coli str. K-12 substr. MG1655","RNA-splicing ligase(rtcB)"
"1965","rtcA",2847707,"Escherichia coli str. K-12 substr. MG1655","RNA 3'-terminal phosphate cyclase(rtcA)"
"1966","bglB",948234,"Escherichia coli str. K-12 substr. MG1655","cryptic phospho-beta-glucosidase B(bglB)"
"1967","bglA",947378,"Escherichia coli str. K-12 substr. MG1655","6-phospho-beta-glucosidase A(bglA)"
"1968","zntR",947786,"Escherichia coli str. K-12 substr. MG1655","zntA gene transcriptional activator(zntR)"
"1969","rtcR",947928,"Escherichia coli str. K-12 substr. MG1655","sigma 54-dependent transcriptional regulator of rtcBA expression(rtcR)"
"1970","hscA",944885,"Escherichia coli str. K-12 substr. MG1655","DnaK-like molecular chaperone specific for IscU(hscA)"
"1971","hscB",946995,"Escherichia coli str. K-12 substr. MG1655","HscA co-chaperone, J domain-containing protein Hsc56; IscU-specific chaperone HscAB(hscB)"
"1972","pmrD",945130,"Escherichia coli str. K-12 substr. MG1655","inactive two-component system connector protein(pmrD)"
"1973","hsdS",948867,"Escherichia coli str. K-12 substr. MG1655","specificity determinant for hsdM and hsdR(hsdS)"
"1974","hsdR",948878,"Escherichia coli str. K-12 substr. MG1655","endonuclease R Type I restriction enzyme(hsdR)"
"1975","fhlA",947181,"Escherichia coli str. K-12 substr. MG1655","formate hydrogenlyase transcriptional activator(fhlA)"
"1976","hsdM",948872,"Escherichia coli str. K-12 substr. MG1655","DNA methyltransferase M(hsdM)"
